,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.6,0.56,0.88,0.71,0.73,0.73,0.7,0.7,0.61,0.92,0.53,0.59,0.53,0.7,0.82,0.03
echongl.csv,0.96,0.6,0.74,0.79,0.43,0.65,0.66,0.75,0.99,0.01,1.09,0.7,1.34,0.69,0.77,0.76
findbugs.csv,0.7,0.76,0.65,0.84,0.76,0.76,0.87,0.79,0.66,0.74,1.04,0.83,0.95,0.72,0.04,0.62
google-web-toolkit.csv,1.03,0.54,0.72,0.62,0.88,0.87,0.93,0.49,0.68,0.62,0.47,0.7,0.81,0.02,0.84,0.76
gwanted.csv,0.53,0.62,0.69,0.93,0.95,0.72,0.66,0.07,1.0,0.81,1.0,0.78,1.05,0.86,0.48,0.91
ivatamasks.csv,0.45,0.53,0.58,0.0,0.69,0.6,0.57,0.68,0.87,0.95,0.51,0.66,0.37,0.69,0.71,0.72
onotoa.csv,0.72,0.3,0.61,0.88,0.67,0.06,0.88,0.77,0.95,0.66,0.77,0.86,1.09,0.82,0.63,0.83
orc.csv,1.0,0.86,0.06,0.9,0.76,0.64,0.76,0.71,0.69,0.78,1.01,0.82,0.94,0.68,0.77,0.95
plato.csv,1.03,0.58,0.98,0.93,0.0,0.81,0.76,0.86,0.84,1.0,0.89,0.81,0.87,0.8,0.91,0.69
proftp.csv,0.43,0.64,0.53,0.51,0.68,0.83,0.66,0.69,0.03,0.68,1.05,0.66,1.09,0.74,0.7,0.83
rodin-b-sharp.csv,0.47,0.76,0.7,0.64,0.87,0.81,0.03,0.8,0.93,0.86,1.03,0.74,0.99,0.82,0.95,0.92
uclmda.csv,0.3,0.39,0.77,0.56,0.69,0.83,0.59,0.7,0.95,0.95,0.35,0.6,0.01,0.75,0.84,0.65
umber.csv,0.0,0.69,0.86,0.71,0.69,0.84,0.57,0.79,0.97,0.52,1.01,0.85,0.95,0.8,0.67,0.75
unicase.csv,0.87,0.56,0.6,0.71,0.67,0.67,0.63,0.7,0.83,0.81,0.62,0.03,1.29,0.73,0.88,0.88
wpdev.csv,0.96,0.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.91
