,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.69,0.62,0.52,0.6,0.69,0.91,0.55,1.0,0.54
gdis.csv,0.81,0.78,0.55,0.41,0.72,0.64,0.34,0.38,0.84
kml.csv,0.65,0.98,0.96,0.5,0.75,0.82,0.96,1.0,0.65
ppcboot.csv,0.96,0.98,0.95,0.58,0.97,0.73,0.85,1.0,0.89
repositorium.csv,0.12,0.05,0.02,0.25,0.14,0.73,0.04,0.12,0.28
rsyslog.csv,0.81,0.78,0.71,0.46,0.33,1.0,0.45,0.38,0.6
ultimairis.csv,0.88,1.0,0.83,0.88,1.0,0.36,0.6,1.0,0.95
wow-qrsk.csv,0.08,0.5,0.84,0.45,0.19,0.0,0.02,0.12,0.16
xbg.csv,0.46,0.1,0.13,0.7,0.25,0.18,0.49,0.88,0.19
