,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.34,0.32,0.42,0.27,0.98,0.22,0.44,0.15,0.33,0.27,0.35,0.08,0.42,0.19,0.28
arianne.csv,0.98,0.39,0.53,0.17,0.49,0.13,0.6,0.27,0.32,0.37,0.58,0.09,0.45,0.48,0.26
auber.csv,0.35,0.78,0.72,0.24,0.48,0.34,0.57,0.31,0.75,1.0,0.56,0.08,0.52,0.59,0.45
bl-toolkit.csv,0.54,0.86,1.0,0.08,0.59,0.46,0.6,0.38,0.78,0.68,0.53,0.11,0.55,0.28,0.36
growl-for-windows.csv,0.4,0.63,0.41,0.24,0.55,0.33,0.2,0.28,0.59,0.4,0.17,0.1,0.48,0.38,1.0
keyczar.csv,0.31,0.68,0.52,0.27,0.55,0.13,0.33,0.35,0.76,0.48,0.56,0.04,0.1,0.99,0.39
kml.csv,0.47,0.75,0.49,0.22,0.42,0.25,1.0,0.34,0.62,0.5,0.53,0.14,0.65,0.54,0.44
knowledge.csv,0.64,1.0,0.83,0.21,0.51,0.31,0.64,0.44,0.74,0.68,0.59,0.1,0.54,0.84,0.55
les-indemodables.csv,0.39,0.67,0.47,0.23,0.62,0.3,0.57,0.44,0.73,0.51,0.46,0.13,0.99,0.61,0.71
lportal.csv,0.56,0.39,0.39,0.0,0.1,0.0,0.23,0.38,0.15,0.0,0.38,0.96,0.26,0.11,0.68
lufa-lib.csv,0.4,0.58,0.49,0.14,0.49,0.42,0.54,0.45,0.46,0.37,0.98,0.15,0.54,0.37,0.62
micomt.csv,0.58,0.47,0.24,0.12,0.28,1.0,0.11,0.31,0.51,0.46,0.26,0.11,0.64,0.04,0.55
sigil.csv,0.43,0.83,0.62,0.3,0.58,0.48,0.6,0.47,1.0,0.64,0.32,0.13,0.45,0.22,0.3
ultimairis.csv,0.56,0.87,0.73,0.12,0.58,0.33,0.35,0.97,0.78,0.72,0.55,0.08,0.42,0.54,0.7
voms.csv,0.06,0.15,0.11,0.95,0.18,0.09,0.12,0.22,0.24,0.22,0.21,0.07,0.26,0.04,0.0
