,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.87,0.92,0.65,0.69,0.62,0.8,0.67,0.88,0.93,0.93,0.79,0.67,0.75,0.8,0.86
arianne.csv,0.52,0.87,0.59,0.62,0.67,0.88,0.36,0.74,0.94,0.86,0.53,0.6,0.54,0.83,0.9
auber.csv,0.77,0.41,0.51,0.58,0.42,0.61,0.59,0.57,0.5,0.51,0.59,0.58,0.53,0.6,0.45
bl-toolkit.csv,0.54,0.4,0.48,0.75,0.46,0.59,0.37,0.68,0.47,0.47,0.52,0.45,0.48,0.9,0.64
growl-for-windows.csv,0.62,0.53,0.58,0.88,0.4,0.48,0.75,0.66,0.5,0.71,0.96,0.56,0.6,0.75,0.56
keyczar.csv,0.88,0.47,0.59,0.52,0.45,0.83,0.92,0.45,0.42,0.67,0.64,1.0,0.75,0.45,0.5
kml.csv,0.62,0.38,0.57,0.67,0.61,0.91,0.44,0.61,0.41,0.44,0.56,0.45,0.5,0.41,0.64
knowledge.csv,0.41,0.4,0.4,0.53,0.38,0.4,0.36,0.45,0.44,0.42,0.53,0.42,0.49,0.44,0.38
les-indemodables.csv,0.61,0.36,0.59,0.71,0.41,0.56,0.48,0.57,0.42,0.47,0.61,0.56,0.61,0.46,0.62
lportal.csv,0.47,0.95,0.7,0.0,0.85,0.83,0.66,0.53,0.92,0.67,0.99,0.99,0.98,0.83,0.55
lufa-lib.csv,0.71,0.68,0.7,0.94,0.54,0.77,0.66,0.78,0.7,0.75,0.75,0.68,0.65,0.82,0.76
micomt.csv,0.55,0.63,0.88,0.96,0.89,0.92,0.5,0.81,0.64,0.66,0.96,0.58,0.47,0.0,0.93
sigil.csv,0.81,0.4,0.63,0.64,0.5,0.94,0.57,0.48,0.48,0.47,0.8,0.51,0.5,0.83,0.8
ultimairis.csv,0.49,0.45,0.56,0.6,0.43,0.69,0.81,0.8,0.47,0.42,0.73,0.42,0.63,0.64,0.63
voms.csv,0.8,0.8,0.75,0.9,0.92,0.89,0.93,0.94,0.93,0.95,0.94,0.98,0.97,0.0,0.0
