,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.91,0.57,0.71,0.5,0.77,0.54,0.77
encog-java.csv,0.7,0.04,0.06,0.19,0.27,0.23,0.11
galaxium.csv,0.7,0.6,0.4,0.72,0.36,0.77,0.69
h2database.csv,0.64,0.7,0.11,0.67,0.22,0.23,0.2
haphazard.csv,0.23,0.15,0.29,0.39,0.11,0.62,0.11
jaql.csv,0.8,0.75,0.37,0.64,0.34,0.62,0.6
raven-monitoring.csv,0.55,0.43,0.66,0.41,0.05,0.85,0.51
