,f1,g,recall,precision,pf,cdom,bellwether
1,0.73,0.495,0.38,0.405,0.46,6.0,beast-mcmc.csv
9,0.7749999999999999,0.325,0.305,0.315,0.445,1.0,atunes.csv
12,0.69,0.665,0.6,0.46,0.47,8.0,amanda.csv
25,0.575,0.58,0.435,0.44,0.475,3.0,lamp.csv
30,0.685,0.73,0.57,0.48,0.45,17.0,xcsoar.csv
49,0.625,0.63,0.39,0.39,0.44,19.0,olex2.csv
22,0.8300000000000001,0.5900000000000001,0.5900000000000001,0.485,0.485,1.0,magicwars.csv
23,0.655,0.47000000000000003,0.405,0.43,0.45999999999999996,3.0,turbotrader-bos.csv
24,0.74,0.635,0.53,0.53,0.53,0.0,xmemcached.csv
