,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.33,1.0,0.0,0.14,0.36,0.14,0.67,0.57,0.24,0.21,0.53,0.58,0.67,0.27
calcubetimer.csv,0.62,0.3,0.51,0.15,0.39,0.18,1.0,0.72,0.32,0.14,0.66,0.95,0.08,0.8
chaosrts.csv,0.49,0.28,0.4,0.15,0.44,0.06,0.9,0.69,0.47,0.09,0.77,1.0,0.07,0.69
chaperon.csv,0.4,0.0,0.4,0.0,0.21,0.89,0.33,0.0,0.28,0.19,0.17,0.16,0.26,0.43
dxengine.csv,0.51,0.07,0.94,0.59,0.44,0.18,0.22,0.25,0.31,0.1,0.44,0.38,0.21,0.41
emono.csv,0.42,0.23,0.56,0.09,0.39,0.09,0.7,0.55,0.31,0.11,0.42,0.88,0.04,0.98
factor.csv,0.0,0.25,0.0,0.3,0.23,0.0,0.51,0.0,0.16,0.0,0.13,0.07,0.98,0.16
jas.csv,0.5,0.07,0.45,0.43,0.13,0.2,0.6,0.15,0.44,1.0,0.23,0.03,0.2,0.59
jmoney.csv,0.95,0.32,0.14,0.28,0.28,0.2,0.47,0.61,0.13,0.08,0.05,0.43,0.09,0.35
jmonkeyengine.csv,0.44,0.17,0.56,0.49,1.0,0.12,0.49,0.23,0.44,0.1,0.38,0.3,0.81,0.69
matrex.csv,0.5,0.24,0.0,0.45,0.16,0.33,0.33,0.99,0.15,0.21,0.0,0.49,0.56,0.07
primefaces.csv,0.15,0.16,0.51,0.14,0.49,0.11,0.43,0.28,0.47,0.17,1.0,0.56,0.08,0.73
roolo.csv,0.39,0.42,0.29,0.35,0.43,0.0,0.28,0.47,1.0,0.07,0.09,0.36,0.17,0.11
sblim.csv,0.21,0.2,0.0,0.95,0.08,0.25,0.13,0.1,0.19,0.07,0.16,0.12,0.76,0.12
