,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.34,1.0,0.0,0.17,0.51,0.29,0.56,0.52,0.23,0.54,0.46,0.46,0.61,0.19
calcubetimer.csv,0.78,0.51,0.62,0.29,0.42,0.67,1.0,0.71,0.4,0.63,0.59,0.57,0.06,0.7
chaosrts.csv,0.54,0.51,0.38,0.29,0.61,0.27,0.58,0.7,0.55,0.46,0.74,0.99,0.06,0.45
chaperon.csv,0.35,0.0,0.35,0.0,0.2,1.0,0.24,0.0,0.24,0.29,0.12,0.11,0.2,0.34
dxengine.csv,0.5,0.07,0.94,0.77,0.44,0.29,0.15,0.18,0.29,0.15,0.35,0.28,0.15,0.33
emono.csv,0.51,0.35,0.68,0.16,0.55,0.28,0.45,0.41,0.39,0.45,0.39,0.59,0.02,0.97
factor.csv,0.0,0.35,0.0,0.31,0.2,0.0,0.39,0.0,0.12,0.0,0.1,0.05,0.98,0.11
jas.csv,0.45,0.07,0.45,0.49,0.13,0.29,0.39,0.1,0.48,1.0,0.18,0.01,0.14,0.53
jmoney.csv,0.92,0.29,0.09,0.27,0.32,0.29,0.35,0.5,0.12,0.14,0.02,0.32,0.06,0.26
jmonkeyengine.csv,0.52,0.33,0.67,0.74,1.0,0.29,0.37,0.17,0.46,0.29,0.32,0.21,0.66,0.56
matrex.csv,0.5,0.23,0.0,0.5,0.13,0.29,0.24,0.99,0.12,0.29,0.0,0.38,0.49,0.05
primefaces.csv,0.21,0.31,0.3,0.26,0.71,0.48,0.32,0.29,0.58,0.72,1.0,0.44,0.06,0.09
roolo.csv,0.35,0.54,0.23,0.45,0.38,0.0,0.19,0.38,1.0,0.28,0.06,0.26,0.12,0.07
sblim.csv,0.18,0.22,0.0,0.96,0.07,0.29,0.09,0.09,0.18,0.14,0.12,0.07,0.72,0.07
