,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.38,1.0,0.0,0.14,0.28,0.1,1.0,0.71,0.31,0.13,0.71,0.94,0.77,0.72
calcubetimer.csv,0.46,0.19,0.38,0.1,0.26,0.1,1.0,0.59,0.27,0.08,0.62,0.9,0.17,0.73
chaosrts.csv,0.35,0.18,0.29,0.11,0.3,0.03,0.94,0.59,0.35,0.05,0.71,1.0,0.14,0.63
chaperon.csv,0.6,0.0,0.62,0.0,0.3,0.8,1.0,0.0,0.44,0.15,0.5,0.86,0.54,0.75
dxengine.csv,0.6,0.08,0.96,0.47,0.5,0.14,1.0,0.69,0.42,0.08,0.86,0.89,0.83,0.74
emono.csv,0.36,0.18,0.44,0.07,0.27,0.05,0.91,0.45,0.25,0.06,0.48,0.9,0.09,1.0
factor.csv,0.0,0.21,0.0,0.33,0.38,0.0,1.0,0.0,0.4,0.0,0.6,1.0,0.95,0.88
jas.csv,0.67,0.08,0.5,0.4,0.15,0.17,0.89,0.67,0.43,1.0,0.46,0.67,0.5,0.66
jmoney.csv,1.0,0.44,1.0,0.36,0.28,0.17,1.0,0.92,0.18,0.06,1.0,0.89,0.4,0.82
jmonkeyengine.csv,0.4,0.12,0.42,0.36,1.0,0.08,1.0,0.71,0.32,0.06,0.61,0.89,0.71,0.66
matrex.csv,0.56,0.33,0.0,0.45,0.29,0.5,1.0,0.99,0.33,0.18,0.0,0.84,0.7,0.33
primefaces.csv,0.12,0.11,0.35,0.1,0.35,0.06,0.89,0.28,0.37,0.09,1.0,0.92,0.17,0.63
roolo.csv,0.55,0.36,0.71,0.31,0.6,0.0,1.0,0.83,1.0,0.04,0.67,0.82,0.57,0.62
sblim.csv,0.38,0.21,0.0,0.95,0.14,0.25,1.0,0.2,0.27,0.05,0.44,0.75,0.83,0.83
