,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.24,0.0,0.18,0.23,0.46,0.19,0.0,0.19,0.24,0.23,0.26,0.21,0.3,0.12
calcubetimer.csv,0.54,0.75,0.63,0.63,0.86,0.54,0.0,0.63,0.59,0.62,0.63,0.79,0.43,0.62
chaosrts.csv,0.78,0.63,0.86,0.6,0.7,0.62,0.75,0.56,0.7,0.64,0.52,0.0,0.52,0.83
chaperon.csv,0.1,0.0,0.1,0.0,0.14,0.02,0.0,0.0,0.14,0.09,0.15,0.11,0.26,0.19
dxengine.csv,0.15,0.17,0.02,0.23,0.14,0.12,0.0,0.07,0.19,0.1,0.07,0.21,0.04,0.19
emono.csv,0.44,0.37,0.49,0.49,0.72,0.38,0.75,0.85,0.65,0.83,0.59,0.74,0.43,0.0
factor.csv,0.0,0.3,0.04,0.14,0.1,0.02,0.0,0.09,0.08,0.01,0.07,0.0,0.09,0.02
jas.csv,0.1,0.17,0.22,0.18,0.22,0.1,0.75,0.04,0.32,0.0,0.26,0.05,0.22,0.52
jmoney.csv,0.0,0.08,0.0,0.11,0.26,0.1,0.0,0.04,0.24,0.13,0.0,0.26,0.13,0.1
jmonkeyengine.csv,0.37,0.59,0.63,0.36,0.0,0.25,0.0,0.05,0.81,0.25,0.26,0.16,0.7,0.71
matrex.csv,0.17,0.1,0.04,0.14,0.1,0.02,0.0,0.01,0.11,0.08,0.0,0.47,0.35,0.14
primefaces.csv,0.71,0.67,0.92,0.51,0.56,0.6,0.5,0.73,0.59,0.58,0.0,0.26,0.43,0.98
roolo.csv,0.12,0.22,0.04,0.24,0.08,0.12,0.0,0.07,0.0,0.41,0.04,0.37,0.13,0.07
sblim.csv,0.12,0.17,0.0,0.01,0.12,0.06,0.0,0.27,0.22,0.18,0.19,0.16,0.26,0.02
