,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.3,1.0,0.0,0.14,0.5,0.25,0.5,0.48,0.2,0.5,0.42,0.42,0.59,0.16
calcubetimer.csv,0.95,0.69,0.74,0.27,0.83,0.75,1.0,0.93,0.4,0.75,0.7,0.99,0.05,0.88
chaosrts.csv,0.85,0.56,0.67,0.27,0.83,0.25,0.86,0.82,0.7,0.5,0.85,0.99,0.05,0.75
chaperon.csv,0.3,0.0,0.3,0.0,0.17,1.0,0.2,0.0,0.2,0.25,0.1,0.09,0.17,0.3
dxengine.csv,0.45,0.06,0.93,0.77,0.39,0.25,0.12,0.15,0.25,0.12,0.3,0.24,0.12,0.29
emono.csv,0.5,0.31,0.74,0.14,0.72,0.25,0.57,0.71,0.4,0.75,0.38,0.86,0.02,0.96
factor.csv,0.0,0.31,0.0,0.27,0.17,0.0,0.34,0.0,0.1,0.0,0.08,0.04,1.0,0.09
jas.csv,0.4,0.06,0.41,0.45,0.11,0.25,0.45,0.08,0.45,1.0,0.15,0.01,0.12,0.54
jmoney.csv,0.9,0.25,0.07,0.23,0.28,0.25,0.3,0.45,0.1,0.12,0.02,0.28,0.05,0.22
jmonkeyengine.csv,0.5,0.31,0.85,0.77,1.0,0.25,0.32,0.14,0.7,0.25,0.28,0.18,0.95,0.72
matrex.csv,0.45,0.19,0.0,0.45,0.11,0.25,0.2,0.99,0.1,0.25,0.0,0.35,0.46,0.04
primefaces.csv,0.2,0.31,0.93,0.23,0.83,0.5,0.29,0.29,0.65,0.88,1.0,0.4,0.05,0.86
roolo.csv,0.3,0.5,0.19,0.41,0.33,0.0,0.16,0.33,1.0,0.25,0.05,0.23,0.1,0.06
sblim.csv,0.15,0.19,0.0,0.95,0.06,0.25,0.07,0.07,0.15,0.12,0.1,0.06,0.71,0.06
