,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,9.0,0.0,77.0,16.0,0.0,3.0,0.0,0.0,8.0,16.0,1.0,1.0,0.0,0.0
calcubetimer.csv,5.0,0.0,6.0,42.0,3.0,7.0,0.0,1.0,0.0,39.0,1.0,1.0,7.0,0.0
chaosrts.csv,11.0,8.0,11.0,39.0,0.0,19.0,0.0,5.0,0.0,32.0,1.0,0.0,9.0,0.0
chaperon.csv,0.0,78.0,1.0,105.0,4.0,0.0,0.0,147.0,0.0,3.0,0.0,0.0,1.0,0.0
dxengine.csv,3.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
emono.csv,12.0,0.0,2.0,35.0,0.0,16.0,0.0,2.0,0.0,10.0,1.0,2.0,8.0,0.0
factor.csv,60.0,9.0,77.0,6.0,1.0,51.0,0.0,147.0,0.0,124.0,1.0,0.0,0.0,1.0
jas.csv,1.0,8.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
jmoney.csv,0.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0
jmonkeyengine.csv,6.0,11.0,4.0,0.0,0.0,6.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0
matrex.csv,4.0,2.0,77.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,66.0,0.0,0.0,5.0
primefaces.csv,17.0,0.0,5.0,40.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0
roolo.csv,4.0,2.0,1.0,9.0,1.0,51.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0
sblim.csv,5.0,6.0,77.0,0.0,6.0,2.0,0.0,3.0,0.0,14.0,2.0,2.0,0.0,0.0
