,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.73,0.3,0.0,0.71,0.67
freenet.csv,0.65,0.67,0.56,0.57,0.65
mediaportal.csv,0.42,0.33,0.21,0.42,0.61
onotoa.csv,0.25,0.24,0.61,0.09,0.18
sqlpower-library.csv,0.64,0.27,0.0,0.0,0.0
