,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.62,1.0,0.79,0.0,1.02,0.5,0.66,0.8,0.56,0.78,0.9,0.73,0.92,0.76,0.7,0.9
betoffice.csv,0.93,0.82,1.0,0.9,0.72,0.96,0.9,0.04,0.88,0.66,0.81,0.85,0.89,0.88,0.81,0.94
bnetd.csv,0.76,0.52,0.68,0.52,0.55,0.63,0.85,0.72,0.58,0.85,0.08,0.7,0.71,0.63,0.49,0.53
elvishrayrenderer.csv,0.67,0.4,0.66,0.49,0.52,0.71,0.66,0.86,0.55,0.85,0.74,0.93,0.61,0.84,0.86,0.06
emisview.csv,0.76,0.78,0.71,0.5,0.85,0.02,0.81,0.87,0.57,0.77,0.66,0.84,0.78,0.89,0.46,0.63
findbugs.csv,0.65,0.78,0.89,0.77,0.98,0.8,0.64,0.87,0.52,0.7,0.81,0.84,0.04,0.68,0.9,0.68
hazelcast.csv,0.84,1.0,0.51,0.98,0.04,1.0,0.86,0.82,0.87,1.0,1.0,1.0,0.95,0.89,0.67,1.0
jitterbit.csv,0.81,1.03,0.98,0.79,0.6,0.66,0.77,0.95,0.05,0.71,0.55,0.89,0.67,0.67,0.82,0.68
jppf-project.csv,0.76,1.0,0.81,0.93,0.91,0.93,0.83,0.82,1.04,1.0,0.9,0.13,0.9,0.87,0.7,0.94
megasquirtavr.csv,0.69,0.48,0.2,0.5,0.31,0.81,0.51,0.73,0.56,1.06,0.54,0.83,0.75,0.78,0.51,0.55
stajistics.csv,0.78,0.6,0.73,0.76,0.55,0.5,0.94,0.83,0.87,0.85,0.82,0.67,0.82,0.91,0.1,0.75
trackit.csv,0.71,0.73,0.85,0.75,0.54,0.86,0.0,0.87,0.91,0.85,0.91,0.66,0.71,0.67,0.81,0.71
tweetsharp.csv,0.81,0.37,0.58,0.68,0.71,0.75,0.75,0.75,0.63,0.73,0.72,0.83,0.79,0.08,0.68,0.83
wxlua.csv,1.0,0.96,0.82,0.96,0.9,0.8,0.96,1.0,0.98,0.0,1.01,0.88,0.96,1.0,0.94,0.86
x4x.csv,0.05,0.69,0.47,0.56,0.58,0.7,0.67,0.66,0.68,0.9,0.76,0.77,0.73,0.74,0.64,0.82
xharbour.csv,0.93,0.0,0.76,0.66,1.01,0.6,0.79,0.86,0.92,0.76,0.94,0.67,0.85,0.94,0.9,0.84
