,recall,precision,pf,pci_20,ifa,wins
crux-framework.csv,0.24,0.31000000000000005,0.265,0.645,0.5,9
exl.csv,0.735,0.3,0.45499999999999996,0.44,3.0,4
ildjit.csv,0.31,0.245,0.29000000000000004,0.645,1.0,7
konversation.csv,0.585,0.445,0.32,0.57,0.0,14
ltp.csv,0.47,0.29500000000000004,0.64,0.5700000000000001,3.0,2
mcmc-jags.csv,0.86,0.435,0.5700000000000001,0.44,1.5,6
micomt.csv,0.78,0.455,0.555,0.475,2.5,5
migen.csv,0.52,0.42000000000000004,0.24,0.655,2.5,12
moviesandbox.csv,0.585,0.46499999999999997,0.275,0.725,2.0,16
nebuladevice.csv,0.18,0.15000000000000002,0.45,0.62,4.5,1
opengs.csv,0.475,0.53,0.23,0.63,1.5,15
openxava.csv,0.5,0.265,0.36,0.485,3.5,3
passwordsafe.csv,0.8,0.545,0.5,0.47,3.5,8
phonon-vlc-mplayer.csv,0.69,0.5800000000000001,0.34,0.495,1.5,13
sepgsql.csv,0.6699999999999999,0.445,0.33,0.51,2.0,10
tcl.csv,0.52,0.245,0.77,0.515,6.0,0
unflobtactical.csv,0.635,0.45999999999999996,0.335,0.49,1.0,11
