,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.55,0.67,0.53,0.55,0.65,0.75,0.75,0.42,0.66,0.38,0.73,0.67,0.8,0.45,0.64,0.54,0.6,0.93
exl.csv,0.77,0.47,0.39,0.38,0.43,0.42,0.58,0.46,0.49,0.31,0.54,0.59,0.42,0.42,0.4,0.44,0.44,0.47
ildjit.csv,0.66,0.9,0.63,0.94,0.72,0.44,0.8,0.59,0.54,0.8,0.58,0.36,0.62,0.75,0.42,0.95,0.73,0.41
konversation.csv,0.48,0.57,0.46,0.99,0.38,0.62,0.42,0.71,0.75,0.83,0.8,0.57,0.42,0.57,0.54,0.84,0.54,0.53
ltp.csv,0.47,0.46,0.56,0.73,0.66,0.96,0.41,0.69,0.56,0.5,0.62,0.98,0.42,0.95,0.51,0.52,0.88,0.58
mcmc-jags.csv,0.39,0.46,0.36,0.49,0.38,0.59,0.47,0.41,0.42,0.57,0.51,0.48,0.39,0.68,0.39,0.49,0.42,0.41
micomt.csv,0.48,0.46,0.38,0.9,0.42,0.64,0.4,0.53,0.39,0.81,0.6,0.57,0.38,0.82,0.47,0.49,0.44,0.43
migen.csv,0.66,0.65,0.47,0.46,0.44,0.67,0.86,0.79,0.73,0.86,0.79,0.48,0.42,0.47,0.68,0.95,0.43,0.47
moviesandbox.csv,0.97,0.51,0.41,0.98,0.7,0.8,0.75,0.96,0.57,0.67,0.77,0.64,0.41,0.91,0.76,0.86,0.48,0.66
nebuladevice.csv,0.0,0.66,0.8,0.0,0.62,0.53,0.62,0.89,0.96,0.43,0.58,0.96,0.89,0.57,0.64,0.59,0.75,0.57
opengs.csv,0.93,0.67,0.39,0.48,0.54,0.86,0.55,0.53,0.59,0.87,0.86,0.72,0.45,0.93,0.55,0.7,0.41,0.69
openxava.csv,0.52,0.49,0.5,0.46,0.42,0.43,0.5,0.56,0.55,0.31,0.56,0.42,0.48,0.4,0.4,0.51,0.41,0.49
passwordsafe.csv,0.35,0.58,0.4,0.44,0.44,0.86,0.48,0.46,0.5,0.7,0.72,0.48,0.35,0.72,0.43,0.58,0.45,0.45
phonon-vlc-mplayer.csv,0.33,0.58,0.38,0.42,0.39,0.67,0.62,0.46,0.51,0.75,0.86,0.48,0.4,0.93,0.67,0.72,0.43,0.41
sepgsql.csv,0.52,0.5,0.4,0.54,0.41,0.8,0.88,0.46,0.41,0.87,0.79,0.38,0.41,0.56,0.86,0.67,0.44,0.38
tcl.csv,0.5,0.78,0.53,0.0,0.61,0.44,0.47,0.58,0.45,0.48,0.65,0.56,0.72,0.0,0.39,0.56,0.7,0.47
unflobtactical.csv,0.97,0.44,0.37,0.98,0.42,0.67,0.48,0.6,0.37,0.8,0.59,0.52,0.33,0.65,0.5,0.48,0.44,0.42
