,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.54,0.05,0.47,0.13,0.3,0.09,0.0,0.42,0.27,0.66,0.1,0.21,0.2,0.14,0.35,0.42,0.39,0.35
exl.csv,0.23,0.31,0.64,0.11,0.61,0.39,0.08,0.37,0.58,0.62,0.14,0.4,0.49,0.16,0.33,0.51,0.85,0.07
ildjit.csv,0.47,0.0,0.41,0.14,0.35,0.33,0.0,0.58,0.38,0.05,0.24,0.31,0.34,0.12,0.37,0.25,0.38,0.07
konversation.csv,0.71,0.55,0.56,0.21,0.59,0.49,0.06,0.06,0.28,0.39,0.53,0.2,0.66,0.46,0.28,0.46,0.7,0.12
ltp.csv,0.79,0.17,0.53,0.05,0.48,0.32,0.0,0.11,0.3,0.58,0.51,0.03,0.7,0.37,0.21,0.44,0.42,0.05
mcmc-jags.csv,0.71,0.29,0.72,0.1,0.63,0.69,0.06,0.41,0.68,0.46,0.53,0.18,0.79,0.55,0.25,0.55,0.88,0.06
micomt.csv,0.73,0.25,0.74,0.11,0.58,0.65,0.05,0.16,0.62,0.33,0.55,0.12,0.8,0.63,0.26,0.56,0.86,0.05
migen.csv,0.49,0.37,0.59,0.15,0.66,0.22,0.25,0.17,0.55,0.09,0.59,0.2,0.64,0.28,0.16,0.33,0.87,0.06
moviesandbox.csv,0.15,0.33,0.71,0.18,0.43,0.4,0.15,0.07,0.65,0.05,0.69,0.13,0.75,0.57,0.15,0.47,0.85,0.06
nebuladevice.csv,0.0,0.06,0.04,0.0,0.28,0.37,0.0,0.05,0.1,0.54,0.13,0.07,0.18,0.19,0.47,0.32,0.09,0.02
opengs.csv,0.05,0.47,0.67,0.1,0.4,0.45,0.09,0.15,0.72,0.3,0.53,0.11,0.6,0.57,0.22,0.51,0.85,0.1
openxava.csv,0.42,0.38,0.54,0.12,0.51,0.36,0.1,0.13,0.3,0.53,0.06,0.33,0.39,0.13,0.38,0.42,0.59,0.1
passwordsafe.csv,0.8,0.31,0.77,0.1,0.56,0.36,0.06,0.2,0.68,0.44,0.67,0.19,0.75,0.53,0.2,0.65,0.89,0.06
phonon-vlc-mplayer.csv,0.82,0.36,0.7,0.09,0.57,0.33,0.09,0.21,0.73,0.05,0.68,0.19,0.74,0.64,0.14,0.6,0.89,0.1
sepgsql.csv,0.56,0.41,0.73,0.2,0.59,0.32,0.22,0.24,0.64,0.41,0.64,0.22,0.75,0.35,0.18,0.61,0.88,0.09
tcl.csv,0.68,0.03,0.51,0.0,0.35,0.35,0.0,0.45,0.54,0.7,0.19,0.11,0.36,0.0,0.29,0.36,0.59,0.04
unflobtactical.csv,0.16,0.32,0.69,0.26,0.61,0.44,0.08,0.19,0.61,0.37,0.55,0.12,0.8,0.44,0.27,0.6,0.85,0.05
