,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.67,0.04,0.56,0.07,0.4,0.12,0.0,0.27,0.34,0.53,0.12,0.67,0.8,0.1,0.28,0.46,1.0,0.21
exl.csv,0.49,0.19,0.57,0.06,0.48,0.31,0.04,0.29,0.47,0.53,0.12,0.27,0.58,0.11,0.21,0.43,0.97,0.03
ildjit.csv,0.73,0.0,0.68,0.08,0.38,0.24,0.0,0.44,0.38,0.2,0.23,0.19,0.42,0.25,0.24,0.45,0.91,0.04
konversation.csv,0.77,0.43,0.79,0.14,0.55,0.38,0.03,0.06,0.46,0.52,0.49,0.12,0.77,0.31,0.2,0.53,0.86,0.07
ltp.csv,0.79,0.1,0.58,0.03,0.5,0.26,0.0,0.08,0.27,0.5,0.35,0.02,0.62,0.32,0.13,0.32,0.56,0.03
mcmc-jags.csv,0.69,0.18,0.62,0.05,0.52,0.65,0.03,0.26,0.52,0.49,0.38,0.1,0.7,0.38,0.16,0.5,0.84,0.03
micomt.csv,0.78,0.15,0.62,0.07,0.47,0.55,0.02,0.12,0.45,0.56,0.4,0.07,0.69,0.5,0.17,0.46,0.78,0.03
migen.csv,0.71,0.27,0.73,0.08,0.62,0.67,0.14,0.17,0.63,0.29,0.55,0.11,0.79,0.2,0.14,0.59,0.86,0.03
moviesandbox.csv,0.76,0.2,0.67,0.14,0.48,0.8,0.08,0.08,0.56,0.33,0.57,0.07,0.73,0.45,0.12,0.59,0.82,0.03
nebuladevice.csv,0.0,0.04,0.2,0.0,0.27,0.26,0.0,0.11,0.17,0.46,0.1,0.04,0.44,0.13,0.36,0.27,0.5,0.01
opengs.csv,0.6,0.39,0.63,0.05,0.46,0.71,0.05,0.14,0.67,0.53,0.63,0.07,0.77,0.53,0.16,0.73,0.94,0.06
openxava.csv,0.63,0.26,0.62,0.07,0.44,0.27,0.05,0.12,0.35,0.47,0.07,0.21,0.52,0.09,0.26,0.51,1.0,0.05
passwordsafe.csv,0.69,0.21,0.67,0.05,0.56,0.57,0.03,0.13,0.58,0.65,0.53,0.1,0.73,0.4,0.12,0.63,0.82,0.03
phonon-vlc-mplayer.csv,0.69,0.24,0.71,0.05,0.56,1.0,0.05,0.15,0.65,0.25,0.62,0.1,0.8,0.6,0.11,0.74,0.86,0.05
sepgsql.csv,0.71,0.28,0.67,0.11,0.59,0.4,0.12,0.18,0.49,0.73,0.63,0.13,0.83,0.26,0.29,0.69,0.88,0.05
tcl.csv,0.72,0.02,0.46,0.0,0.3,0.22,0.0,0.31,0.41,0.66,0.13,0.06,0.38,0.0,0.18,0.27,0.7,0.02
unflobtactical.csv,0.81,0.2,0.63,0.21,0.52,0.5,0.04,0.2,0.44,0.67,0.48,0.07,0.87,0.35,0.19,0.56,0.85,0.03
