,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.46,0.66,0.72,0.0,0.2,0.37,0.7,0.43,0.0,0.92,0.41,0.19,0.9
bibletime.csv,0.24,0.6,0.7,0.48,0.24,0.39,0.68,0.44,0.77,0.53,0.41,0.19,0.92
boost.csv,0.36,0.62,0.72,0.55,0.19,0.43,0.68,0.55,0.85,0.53,0.44,0.21,0.9
codepurge.csv,0.55,0.56,0.75,0.39,0.24,0.38,0.65,0.49,0.83,0.56,0.46,0.33,0.82
etics.csv,0.58,0.74,0.76,0.5,0.3,0.47,0.82,0.54,0.89,0.64,0.32,0.21,0.95
gusanos.csv,0.37,0.61,0.75,0.37,0.31,0.36,0.59,0.37,0.91,0.48,0.38,0.17,0.88
kvs.csv,0.35,0.59,0.77,0.27,0.5,0.35,0.38,0.45,0.69,0.53,0.38,0.33,0.76
mcore3d.csv,0.0,0.64,0.77,0.45,0.21,0.51,0.49,0.56,0.88,0.49,0.43,0.2,0.91
modellus.csv,0.55,0.64,0.77,0.42,0.29,0.53,0.8,0.46,0.79,0.5,0.4,0.15,0.9
monetdb.csv,0.5,0.66,0.75,0.5,0.0,0.53,0.7,0.37,0.95,0.55,0.29,0.17,0.93
projecteqemu.csv,0.36,0.76,0.81,0.44,0.67,0.49,0.74,0.56,0.88,0.69,0.33,0.23,0.88
pydev.csv,0.45,0.67,0.82,0.48,0.21,0.46,0.7,0.52,0.77,0.48,0.56,0.23,0.91
xbplayer.csv,0.5,0.57,0.83,0.51,0.3,0.58,0.72,0.52,0.94,0.49,0.39,0.18,0.89
