,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.46,0.66,0.44,0.0,0.75,0.94,0.08,0.89,0.0,0.31,0.31,0.62,0.8
bibletime.csv,0.92,0.67,0.79,0.71,0.7,0.55,0.63,0.5,0.81,0.78,0.72,0.46,0.7
boost.csv,0.77,0.53,0.69,0.71,0.4,0.51,0.67,0.7,0.49,0.83,0.81,0.54,0.7
codepurge.csv,0.46,0.65,0.4,0.93,0.5,0.64,0.28,0.34,0.66,0.53,0.36,0.67,0.41
etics.csv,0.85,0.35,0.54,0.69,0.15,0.62,0.38,0.4,0.48,0.75,0.19,0.29,0.62
gusanos.csv,0.77,0.68,0.63,0.9,0.65,0.98,0.7,0.78,0.87,0.53,0.75,0.88,0.79
kvs.csv,0.54,0.42,0.14,0.33,0.7,0.38,0.09,0.44,0.36,0.56,0.78,0.04,0.24
mcore3d.csv,0.0,0.35,0.72,0.55,0.7,0.6,0.73,0.15,0.42,0.64,0.78,0.58,0.44
modellus.csv,0.46,0.35,0.55,0.83,0.1,0.55,0.77,0.61,0.66,0.31,0.47,0.75,0.71
monetdb.csv,0.08,0.32,0.6,0.29,0.0,0.66,0.57,0.36,0.31,0.5,0.44,0.5,0.2
projecteqemu.csv,0.69,0.37,0.45,0.81,0.1,0.51,0.33,0.32,0.45,0.75,0.81,0.29,0.55
pydev.csv,0.77,0.47,0.39,0.38,0.65,0.4,0.27,0.26,0.25,0.72,0.67,0.25,0.59
xbplayer.csv,0.38,0.46,0.44,0.69,0.15,0.55,0.42,0.81,0.43,0.64,0.75,0.62,0.52
