,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,1.0,0.0,4.0,132.0,15.0,0.0,2.0,1.0,95.0,0.0,2.0,20.0,1.0
bibletime.csv,0.0,0.0,0.0,9.0,15.0,17.0,1.0,4.0,3.0,0.0,1.0,13.0,0.0
boost.csv,5.0,0.0,0.0,1.0,15.0,5.0,3.0,3.0,2.0,0.0,2.0,11.0,0.0
codepurge.csv,1.0,3.0,3.0,1.0,6.0,19.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
etics.csv,1.0,0.0,3.0,7.0,5.0,2.0,1.0,1.0,1.0,0.0,4.0,13.0,0.0
gusanos.csv,3.0,0.0,0.0,7.0,6.0,0.0,7.0,1.0,0.0,3.0,2.0,33.0,0.0
kvs.csv,4.0,0.0,0.0,2.0,0.0,17.0,4.0,16.0,0.0,2.0,3.0,1.0,0.0
mcore3d.csv,54.0,1.0,1.0,3.0,14.0,0.0,2.0,1.0,1.0,2.0,2.0,24.0,0.0
modellus.csv,0.0,1.0,1.0,13.0,4.0,3.0,0.0,1.0,4.0,0.0,0.0,37.0,0.0
monetdb.csv,1.0,3.0,1.0,5.0,95.0,0.0,2.0,1.0,0.0,0.0,1.0,17.0,0.0
projecteqemu.csv,7.0,1.0,2.0,7.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,11.0,1.0
pydev.csv,1.0,0.0,1.0,3.0,12.0,3.0,2.0,1.0,2.0,1.0,2.0,5.0,0.0
xbplayer.csv,2.0,1.0,0.0,6.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0
