,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.17,0.33,0.37,0.0,0.79,0.75,0.03,0.72,0.0,0.02,0.23,0.46,0.43
bibletime.csv,0.88,0.43,0.72,0.35,0.58,0.4,0.29,0.38,0.55,0.56,0.54,0.32,0.29
boost.csv,0.43,0.32,0.56,0.27,0.45,0.32,0.31,0.34,0.21,0.6,0.54,0.34,0.36
codepurge.csv,0.12,0.49,0.28,0.68,0.41,0.51,0.15,0.21,0.31,0.33,0.22,0.23,0.43
etics.csv,0.19,0.12,0.37,0.32,0.09,0.33,0.08,0.21,0.14,0.33,0.22,0.19,0.14
gusanos.csv,0.4,0.43,0.46,0.73,0.38,0.84,0.49,0.8,0.21,0.47,0.64,0.73,0.5
kvs.csv,0.31,0.28,0.09,0.41,0.18,0.34,0.15,0.33,0.38,0.4,0.65,0.01,0.36
mcore3d.csv,0.0,0.2,0.46,0.31,0.7,0.27,0.77,0.07,0.14,0.53,0.54,0.39,0.21
modellus.csv,0.12,0.2,0.35,0.54,0.07,0.23,0.2,0.44,0.41,0.24,0.38,0.7,0.36
monetdb.csv,0.02,0.16,0.42,0.13,0.08,0.27,0.24,0.37,0.03,0.33,0.57,0.39,0.07
projecteqemu.csv,0.38,0.11,0.23,0.48,0.01,0.25,0.12,0.15,0.14,0.27,0.84,0.16,0.36
pydev.csv,0.29,0.22,0.18,0.19,0.63,0.22,0.12,0.14,0.17,0.62,0.28,0.14,0.29
xbplayer.csv,0.12,0.33,0.19,0.31,0.09,0.19,0.16,0.45,0.07,0.53,0.62,0.46,0.29
