,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.89,0.79,1.0,0.0,1.0,0.97
arsenal-1.csv,0.81,0.7,0.07,0.63,0.6,0.61
barracudamvc.csv,0.0,0.83,0.85,0.75,0.92,0.97
mevenide.csv,0.84,0.69,0.69,0.62,0.55,0.03
mumble.csv,0.7,0.57,0.79,0.56,0.12,0.77
openintents.csv,0.85,0.09,0.71,0.67,0.77,0.83
