,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.11,0.22,0.0,1.0,0.0,0.03
arsenal-1.csv,0.6,0.57,0.93,0.45,0.68,0.59
barracudamvc.csv,1.0,0.87,0.85,0.91,1.0,0.83
mevenide.csv,0.42,0.48,0.37,0.41,0.64,0.97
mumble.csv,0.37,0.52,0.22,0.45,0.88,0.24
openintents.csv,0.23,0.91,0.78,0.45,0.28,0.21
