,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.92,0.88,0.0,0.45,0.0,0.67
arsenal-1.csv,0.42,0.35,0.56,0.5,0.42,0.42
barracudamvc.csv,0.37,0.32,0.35,0.33,0.39,0.48
mevenide.csv,0.5,0.5,0.53,0.8,0.6,0.82
mumble.csv,0.51,0.45,0.8,0.64,0.64,0.63
openintents.csv,0.68,0.52,0.38,0.59,0.96,0.7
