,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.97,0.75,0.69,0.97,0.86
nabu-library.csv,0.95,0.96,0.45,0.79,0.53
pcgen.csv,0.44,0.42,0.4,0.36,0.55
selenium.csv,0.4,0.37,0.36,0.33,0.59
tolven.csv,0.57,0.49,0.98,0.47,0.93
