,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.48,0.91,0.67,0.59,0.44,0.31,0.91,0.23
forester-atv.csv,0.11,0.53,0.67,0.63,0.21,0.18,0.38,0.09
google-collections.csv,0.66,0.9,0.66,0.56,0.37,0.32,0.93,0.22
jsecurity.csv,0.51,0.32,0.25,0.57,0.3,0.5,0.17,0.24
opensim4opencog.csv,0.68,0.68,0.36,0.52,0.45,0.37,0.73,0.31
paintown.csv,0.72,0.96,0.65,0.54,0.37,0.31,0.93,0.29
smbopensoft.csv,0.46,0.77,0.78,0.62,0.35,0.38,0.71,0.17
thout.csv,0.49,0.95,0.62,0.33,0.54,0.43,0.92,0.21
