,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.47,0.0,0.46,0.67,0.66,0.49,0.86,0.6
forester-atv.csv,0.07,0.38,0.49,0.66,0.21,0.16,0.28,0.16
google-collections.csv,0.13,0.84,0.0,0.09,0.0,0.0,0.0,0.05
jsecurity.csv,0.45,0.23,0.18,0.62,0.31,0.69,0.12,0.59
opensim4opencog.csv,0.64,0.57,0.3,0.59,0.61,0.66,0.6,0.62
paintown.csv,0.71,0.0,0.0,0.34,0.05,0.09,0.0,0.67
smbopensoft.csv,0.38,0.61,0.79,0.65,0.46,0.41,0.58,0.47
thout.csv,0.31,0.79,0.47,0.31,0.69,0.61,0.65,0.05
