,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.06,0.84,1.0,0.94,0.95,0.82,0.89,0.8,0.81,0.73,0.75,1.0,0.94
emono.csv,0.77,0.8,0.57,0.76,0.8,0.6,0.72,0.97,0.72,0.88,0.77,0.78,0.03
freedom-erp.csv,0.88,0.95,1.0,1.0,1.0,0.95,0.99,0.05,1.0,1.0,0.71,0.93,0.84
haggle.csv,0.97,0.66,0.68,0.55,0.05,1.0,0.9,1.0,0.64,0.74,0.54,0.69,0.85
jbpm.csv,0.95,0.06,1.0,0.91,1.0,0.95,0.94,1.0,1.0,0.91,1.0,0.97,1.0
jgossipforum.csv,1.02,0.87,0.67,1.0,1.0,1.0,1.0,1.0,0.2,0.91,1.0,0.93,0.99
joustsim.csv,0.88,0.72,1.0,0.67,0.82,0.91,0.95,0.94,0.64,0.0,0.87,0.99,0.95
log4net.csv,1.0,0.98,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
madman.csv,0.74,0.85,1.03,0.91,0.83,0.88,0.83,0.96,1.0,0.73,0.0,0.93,0.87
mediate.csv,0.89,0.75,0.75,0.62,0.84,0.03,0.64,1.0,0.75,0.75,0.63,0.72,0.67
pustefix.csv,0.71,0.8,0.71,0.0,0.89,0.9,0.86,0.71,0.47,0.73,0.88,0.97,0.88
synecdoche.csv,0.68,0.72,0.82,0.73,0.84,0.78,0.64,0.84,1.02,0.53,0.84,0.11,0.65
tmva.csv,0.9,0.92,0.85,0.65,0.72,0.84,0.04,0.94,0.87,0.94,0.45,0.6,0.7
