,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.0,0.16,0.08,0.24,0.07,0.43,0.07,0.17,0.15,0.07,0.04,0.0,0.1
emono.csv,0.59,0.74,0.47,0.76,0.76,0.53,0.65,0.89,0.72,0.75,0.67,0.74,0.0
freedom-erp.csv,0.03,0.14,0.03,0.0,0.05,0.0,0.0,0.04,0.03,0.05,0.33,0.0,0.14
haggle.csv,0.24,0.09,0.12,0.48,0.05,0.03,0.73,0.03,0.22,0.13,0.2,0.42,0.19
jbpm.csv,0.14,0.0,0.02,0.05,0.02,0.03,0.1,0.0,0.05,0.05,0.0,0.0,0.0
jgossipforum.csv,0.21,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
joustsim.csv,0.35,0.13,0.75,0.27,0.8,0.13,0.9,0.76,0.6,0.0,0.84,0.93,0.95
log4net.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
madman.csv,0.29,0.11,0.25,0.05,0.2,0.1,0.15,0.0,0.0,0.1,0.0,0.26,0.29
mediate.csv,0.89,0.72,0.67,0.52,0.8,0.03,0.55,1.0,0.75,0.7,0.63,0.7,0.48
pustefix.csv,0.19,0.13,0.25,0.0,0.12,0.23,0.25,0.4,0.47,0.0,0.1,0.05,0.07
synecdoche.csv,0.46,0.38,0.48,0.52,0.49,0.77,0.33,0.34,0.2,0.5,0.37,0.02,0.29
tmva.csv,0.75,0.91,0.53,0.32,0.59,0.83,0.03,0.94,0.77,0.9,0.43,0.35,0.67
