,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.0,23.0,133.0,1.0,2.0,1.0,0.0,0.0,25.0,3.0,0.0,71.0,0.0
emono.csv,5.0,1.0,38.0,4.0,0.0,1.0,2.0,1.0,124.0,35.0,21.0,3.0,0.0
freedom-erp.csv,0.0,29.0,133.0,84.0,114.0,0.0,0.0,0.0,224.0,70.0,7.0,0.0,0.0
haggle.csv,6.0,1.0,4.0,3.0,0.0,68.0,1.0,166.0,35.0,1.0,4.0,1.0,3.0
jbpm.csv,1.0,0.0,133.0,0.0,114.0,0.0,0.0,166.0,224.0,3.0,56.0,0.0,121.0
jgossipforum.csv,78.0,1.0,0.0,84.0,114.0,68.0,225.0,166.0,0.0,0.0,56.0,0.0,0.0
joustsim.csv,2.0,1.0,79.0,7.0,0.0,4.0,0.0,1.0,92.0,0.0,32.0,3.0,0.0
log4net.csv,78.0,2.0,0.0,84.0,114.0,68.0,225.0,166.0,224.0,70.0,56.0,71.0,121.0
madman.csv,6.0,12.0,133.0,1.0,2.0,0.0,0.0,0.0,224.0,3.0,0.0,0.0,0.0
mediate.csv,5.0,1.0,51.0,1.0,0.0,0.0,1.0,1.0,101.0,18.0,14.0,2.0,0.0
pustefix.csv,1.0,0.0,25.0,0.0,0.0,2.0,0.0,3.0,78.0,0.0,4.0,1.0,2.0
synecdoche.csv,0.0,0.0,25.0,1.0,2.0,1.0,1.0,0.0,224.0,12.0,12.0,0.0,0.0
tmva.csv,2.0,1.0,31.0,0.0,1.0,2.0,0.0,0.0,130.0,37.0,14.0,1.0,0.0
