,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,1.0,0.13,0.0,0.12,0.57,0.48,0.82,0.64,0.03,0.43,0.5,0.0,0.56
emono.csv,0.18,0.11,0.03,0.31,0.64,0.64,0.75,0.49,0.03,0.12,0.13,0.41,1.0
freedom-erp.csv,0.5,0.05,0.0,0.0,0.0,1.0,1.0,0.97,0.0,0.0,0.16,1.0,0.7
haggle.csv,0.06,0.35,0.06,0.36,0.97,0.0,0.64,0.0,0.04,0.27,0.29,0.42,0.64
jbpm.csv,0.1,1.0,0.0,0.4,0.0,0.67,0.65,0.0,0.0,0.25,0.0,1.0,0.0
jgossipforum.csv,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,1.0
joustsim.csv,0.12,0.23,0.01,0.35,0.65,0.5,0.68,0.45,0.03,1.0,0.13,0.32,0.66
log4net.csv,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.22,0.17,0.0,0.4,0.64,0.62,0.78,1.0,0.0,0.33,1.0,0.21,0.54
mediate.csv,0.21,0.13,0.02,0.32,0.63,0.98,0.77,0.58,0.03,0.16,0.21,0.44,0.68
pustefix.csv,0.29,0.18,0.03,1.0,0.64,0.42,0.67,0.59,0.05,1.0,0.17,0.33,0.77
synecdoche.csv,0.22,0.12,0.02,0.26,0.53,0.6,0.79,0.49,0.0,0.23,0.1,0.96,0.73
tmva.csv,0.15,0.12,0.01,0.33,0.64,0.58,0.99,0.6,0.02,0.13,0.25,0.5,0.69
