,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.97,0.15,0.0,0.1,0.1,0.38,0.19,0.32,0.05,0.33,0.33,0.0,0.11
emono.csv,0.26,0.19,0.06,0.46,0.68,0.67,0.72,0.54,0.06,0.19,0.22,0.53,0.99
freedom-erp.csv,0.2,0.06,0.0,0.0,0.0,0.1,0.01,0.97,0.0,0.0,0.22,0.13,0.28
haggle.csv,0.06,0.35,0.1,0.49,0.99,0.0,0.54,0.0,0.07,0.27,0.36,0.43,0.27
jbpm.csv,0.08,0.97,0.0,0.14,0.0,0.1,0.12,0.0,0.0,0.13,0.0,0.07,0.0
jgossipforum.csv,0.0,0.19,0.25,0.0,0.0,0.0,0.0,0.0,0.89,0.17,0.0,0.12,0.02
joustsim.csv,0.15,0.26,0.02,0.37,0.73,0.17,0.68,0.45,0.06,1.0,0.22,0.43,0.78
log4net.csv,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.26,0.16,0.0,0.14,0.29,0.21,0.3,0.08,0.0,0.3,1.0,0.14,0.26
mediate.csv,0.34,0.22,0.04,0.43,0.7,0.99,0.72,0.73,0.06,0.26,0.34,0.58,0.59
pustefix.csv,0.3,0.19,0.05,1.0,0.2,0.2,0.28,0.48,0.09,0.43,0.14,0.06,0.22
synecdoche.csv,0.3,0.18,0.03,0.33,0.39,0.71,0.57,0.32,0.0,0.36,0.14,0.93,0.53
tmva.csv,0.23,0.21,0.03,0.38,0.61,0.69,0.99,0.75,0.03,0.22,0.39,0.51,0.73
