,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.7,0.64,0.97,0.65,0.82,0.74,0.6,0.25
jlinalg.csv,0.98,0.56,0.57,0.65,0.53,0.52,0.61,0.64
jmule.csv,0.61,0.47,0.62,0.7,0.6,0.83,0.68,0.97
knowledge.csv,0.0,0.17,0.0,0.17,1.0,0.24,0.27,0.0
massiv.csv,0.05,0.0,0.01,0.0,0.0,1.0,0.0,0.0
ng4j.csv,0.52,0.66,0.66,0.72,0.65,0.76,0.96,0.71
playerstage.csv,0.37,0.58,0.5,0.98,0.48,0.29,0.4,0.2
superwaba.csv,0.54,0.93,0.67,0.6,0.6,0.87,0.54,0.61
