,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.69,0.53,0.38,0.71,0.64
freenet.csv,0.71,0.73,0.54,0.0,0.27
mediaportal.csv,0.32,0.29,0.18,0.38,0.6
onotoa.csv,0.39,0.54,0.64,0.54,0.44
sqlpower-library.csv,0.68,0.48,0.56,0.0,0.0
