,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.59,0.79,0.88,0.22,0.48
freenet.csv,0.59,0.38,0.44,1.0,0.93
mediaportal.csv,0.12,0.05,0.31,0.11,0.24
onotoa.csv,0.88,0.3,0.56,0.7,0.56
sqlpower-library.csv,0.29,0.84,0.5,1.0,1.0
