,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.14,0.64,0.75,0.44,0.0,0.7,0.34,0.27,0.5,0.37,0.6,0.0,0.48,0.49,0.25
calcubetimer.csv,0.59,0.0,0.0,0.17,0.51,0.0,0.45,0.85,0.16,0.27,0.59,0.21,0.33,0.53,0.36
chaosrts.csv,0.35,0.52,0.0,0.6,0.55,0.0,0.33,0.48,0.64,0.67,0.37,0.37,0.8,0.63,0.41
emono.csv,0.66,0.26,0.75,0.41,0.53,0.44,0.66,0.0,0.0,0.0,0.34,0.26,0.2,0.13,0.69
freelords.csv,0.61,0.77,0.05,0.71,0.59,0.44,0.68,0.54,0.52,0.89,0.48,0.36,0.68,0.41,0.56
jmonkeyengine.csv,0.25,0.73,0.17,0.45,0.64,0.0,0.65,0.08,0.16,0.0,0.87,0.6,0.33,0.68,0.34
jython.csv,0.66,0.36,0.86,0.58,0.46,0.19,0.39,0.46,0.61,0.18,0.0,0.38,0.0,0.13,0.49
mclient-mume.csv,0.19,0.87,0.37,0.13,0.32,0.0,0.69,0.11,0.37,0.0,0.37,0.34,0.35,0.3,0.26
papertoolkit.csv,0.35,0.04,0.63,0.19,0.13,0.23,0.52,0.29,0.1,0.25,0.95,0.26,0.16,0.06,0.45
primefaces.csv,0.67,0.27,0.05,0.36,0.62,0.0,0.37,0.47,0.4,0.92,0.4,0.72,0.45,0.56,0.0
st-filteredstatistics.csv,0.42,0.0,0.05,0.44,0.42,0.0,0.56,0.55,0.8,0.0,0.5,0.37,0.21,0.0,0.0
toped.csv,0.53,0.46,0.13,0.49,0.57,0.51,0.8,0.0,0.44,0.0,0.5,0.51,0.21,0.0,0.66
triplea.csv,0.62,0.65,0.5,0.5,0.63,0.64,0.55,0.53,0.65,0.44,0.65,0.34,0.44,0.62,0.52
web-cat.csv,0.35,0.7,0.35,0.49,0.4,0.59,0.61,0.51,0.65,0.0,0.43,0.55,0.48,0.78,0.52
