,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.92,0.5,0.33,0.88,1.0,0.39,0.71,1.05,0.73,0.68,0.77,1.01,0.71,0.77,0.8
calcubetimer.csv,0.64,1.01,1.0,0.87,0.82,1.0,0.78,0.18,0.87,0.77,0.69,0.88,0.8,0.68,0.92
chaosrts.csv,0.76,0.79,1.01,0.51,0.65,1.0,0.95,0.72,0.53,0.38,0.7,0.69,0.29,0.7,0.81
emono.csv,0.68,0.84,0.32,0.88,0.79,0.86,0.43,1.0,1.01,1.05,0.9,0.94,0.95,0.97,0.52
freelords.csv,0.7,0.5,0.99,0.43,0.62,0.87,0.67,0.52,0.8,0.13,0.85,0.72,0.69,0.88,0.75
jmonkeyengine.csv,0.85,0.47,0.86,0.86,0.44,1.0,0.68,1.19,0.89,1.01,0.42,0.57,0.77,0.65,0.92
jython.csv,0.53,0.8,0.21,0.6,0.72,0.85,0.68,0.59,0.63,0.85,1.02,0.77,1.0,0.92,0.59
mclient-mume.csv,0.86,0.2,0.68,0.89,0.74,1.0,0.46,0.91,0.71,1.09,0.75,0.73,0.71,0.78,0.83
papertoolkit.csv,0.71,0.97,0.42,0.85,0.9,0.81,0.54,0.79,0.94,0.79,0.2,0.79,0.93,0.98,0.63
primefaces.csv,0.58,0.93,1.01,0.77,0.66,1.0,0.89,0.62,0.71,0.1,0.91,0.4,0.69,0.76,1.0
st-filteredstatistics.csv,0.87,1.0,0.99,0.86,0.88,1.0,0.78,0.78,0.26,1.0,0.82,0.89,0.95,1.0,1.0
toped.csv,0.81,0.77,0.98,0.68,0.75,0.81,0.24,1.0,0.86,1.07,0.82,0.82,0.95,1.0,0.6
triplea.csv,0.45,0.45,0.55,0.65,0.48,0.58,0.63,0.8,0.7,0.61,0.53,0.72,0.87,0.74,0.56
web-cat.csv,0.91,0.54,0.98,0.77,0.88,0.73,0.7,0.82,0.61,1.01,0.87,0.79,0.84,0.33,0.81
