,id,count_recall,count_precision,count_pf,cdom_score,bellwether
57,2,1,2,2,1,mclient-mume.csv
52,3,1,3,8,8,jahshaka.csv
50,4,1,4,9,11,icescrum.csv
58,5,1,2,2,1,azureus.csv
24,6,1,6,10,12,exist.csv
19,7,1,5,10,11,jmoney.csv
28,8,1,6,12,11,jgossipforum.csv
17,9,1,4,3,7,yarp0.csv
18,11,1,1,1,0,atunes.csv
53,12,3,2,2,3,columba.csv
59,14,1,3,4,4,bdbbasic.csv
51,15,1,1,1,2,unflobtactical.csv
21,16,1,2,3,2,tradelink.csv
26,17,1,4,6,5,playerstage.csv
16,18,3,4,11,13,fritzing.csv
27,19,1,2,3,3,qmmp.csv
15,20,1,7,12,11,metacosm.csv
29,21,1,6,10,9,foursquared.csv
60,22,1,6,11,11,les-indemodables.csv
49,23,3,7,17,18,vars-redux.csv
25,28,1,1,5,4,h2database.csv
20,29,1,5,10,9,lamp.csv
39,30,1,2,2,2,bacnet.csv
34,31,2,7,12,15,algebsql.csv
6,32,7,8,11,17,paintown.csv
14,33,1,4,8,8,galaxium.csv
7,35,1,7,13,12,igarden.csv
33,36,1,5,8,9,upp-mirror.csv
40,37,1,5,13,12,ktc.csv
32,38,1,11,19,19,pixel-commandos.csv
41,39,3,6,10,10,sigil.csv
55,40,1,5,11,11,owlapi.csv
46,41,2,2,7,9,qgo.csv
22,42,1,3,8,7,adaptagrams.csv
31,43,1,8,13,12,xbplayer.csv
30,44,1,4,7,6,genoviz.csv
23,45,1,4,13,13,rtb-team.csv
45,46,1,5,10,9,liferea.csv
56,47,1,4,7,7,rhex.csv
47,48,1,3,6,5,fmri-dmt.csv
54,49,1,5,7,6,m-a-d-n-e-s-s.csv
3,50,1,7,15,14,biodwh.csv
10,51,1,12,17,18,jstock.csv
38,53,1,1,1,0,xcf.csv
37,54,1,5,10,8,jcl.csv
42,55,2,9,11,13,pfaedit.csv
9,56,2,2,2,2,x4x.csv
5,57,3,3,20,18,nh3d.csv
11,58,1,4,11,10,jicarilla.csv
1,59,1,1,2,1,jrdf.csv
13,60,1,8,19,17,fulguro.csv
0,61,1,3,9,9,linuxsh.csv
36,62,1,1,1,0,silvertree.csv
43,63,1,6,18,19,psrchive.csv
44,64,1,4,10,9,graphmak.csv
35,65,4,5,3,6,rodin-b-sharp.csv
2,66,2,5,11,13,fltk.csv
12,67,1,9,10,10,alembik.csv
4,68,2,8,11,19,robocode.csv
8,69,2,8,7,13,olex2.csv
48,70,1,2,7,5,crisscross.csv
