,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.56,0.56,0.64,0.74,0.47,0.55,0.57,0.41,0.45
gdis.csv,0.56,0.43,0.78,0.83,0.47,0.6,0.65,0.68,0.33
kml.csv,0.56,0.35,0.43,0.73,0.43,0.42,0.39,0.4,0.38
ppcboot.csv,0.51,0.37,0.47,0.85,0.38,0.49,0.45,0.4,0.39
repositorium.csv,0.75,0.5,0.99,0.75,0.88,0.64,0.96,0.83,0.75
rsyslog.csv,0.48,0.43,0.48,0.52,0.76,0.41,0.53,0.73,0.32
ultimairis.csv,0.5,0.35,0.44,0.57,0.36,0.86,0.66,0.4,0.35
wow-qrsk.csv,0.5,0.54,0.59,0.88,0.86,0.0,0.75,0.67,0.9
xbg.csv,0.81,0.91,0.99,0.85,0.96,0.88,0.96,0.59,0.93
