,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,1.0,2.0,5.0,0.0,2.0,3.0,7.0,13.0,0.0
gdis.csv,4.0,6.0,19.0,0.0,6.0,3.0,6.0,8.0,0.0
kml.csv,1.0,7.0,44.0,0.0,2.0,23.0,0.0,15.0,0.0
ppcboot.csv,4.0,5.0,37.0,0.0,2.0,3.0,0.0,12.0,0.0
repositorium.csv,1.0,0.0,38.0,0.0,1.0,2.0,7.0,4.0,0.0
rsyslog.csv,0.0,7.0,32.0,1.0,2.0,2.0,0.0,2.0,0.0
ultimairis.csv,1.0,7.0,18.0,0.0,3.0,3.0,0.0,14.0,0.0
wow-qrsk.csv,0.0,0.0,17.0,0.0,0.0,96.0,3.0,1.0,0.0
xbg.csv,0.0,3.0,6.0,0.0,2.0,3.0,1.0,3.0,0.0
