,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.59,0.33,0.63,0.89,0.6,0.85,0.75,0.71,0.91,0.38,1.0,0.74,0.84,0.51
carabiner.csv,0.57,0.53,0.62,0.69,0.94,0.4,0.63,0.72,1.02,0.87,0.57,0.54,0.78,0.35
elvishrayrenderer.csv,0.88,0.6,0.93,0.68,0.62,0.6,1.0,0.78,0.65,0.9,0.8,0.83,0.39,0.72
fleet-simulator.csv,1.0,1.0,1.0,0.78,0.95,0.75,1.0,1.0,0.04,1.0,0.73,0.94,0.94,1.0
gmerlin.csv,1.0,0.86,1.0,0.98,1.0,0.94,0.54,0.5,1.0,0.55,0.99,0.75,0.84,1.0
gnome-jabber.csv,0.76,0.7,0.85,0.79,0.72,0.88,0.44,0.8,0.73,0.82,0.69,0.74,0.72,0.61
ipfilter.csv,0.64,0.94,0.63,0.91,0.66,0.88,1.0,0.7,0.32,0.11,0.98,0.74,0.95,0.67
irplus.csv,0.58,0.63,0.53,0.47,0.66,0.73,0.74,0.61,0.67,0.62,0.7,0.64,0.69,0.46
mevenide.csv,0.96,0.97,0.93,0.96,0.76,0.86,0.95,0.94,0.91,0.83,0.31,0.75,0.67,0.9
moving-pictures.csv,0.8,0.62,0.49,0.67,0.95,0.91,0.68,0.83,1.13,0.5,0.79,0.63,0.65,0.31
opensim4opencog.csv,0.49,0.53,0.67,0.59,0.57,0.72,0.78,0.57,0.44,0.64,0.93,0.61,0.75,0.45
rockbox.csv,0.96,0.75,0.72,0.83,0.93,0.8,0.76,0.74,0.9,0.98,0.6,0.71,0.83,0.4
ta3d.csv,0.88,1.0,0.8,0.72,0.75,0.83,0.83,1.0,0.89,0.51,0.74,0.69,1.0,1.0
xcmetadataservicestoolkit.csv,0.77,0.88,0.68,0.65,0.39,0.65,1.0,1.0,0.43,0.45,0.87,1.0,0.94,0.98
