,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.58,0.74,0.55,0.38,0.73,0.45,0.4,0.6,0.37,0.68,0.0,0.56,0.48,0.72
carabiner.csv,0.58,0.71,0.59,0.58,0.27,0.69,0.53,0.63,0.0,0.45,0.7,0.66,0.51,0.87
elvishrayrenderer.csv,0.41,0.46,0.39,0.4,0.53,0.46,0.0,0.29,0.4,0.41,0.25,0.47,0.7,0.36
fleet-simulator.csv,0.0,0.0,0.0,0.56,0.26,0.58,0.0,0.0,0.97,0.0,0.48,0.24,0.24,0.0
gmerlin.csv,0.0,0.44,0.0,0.09,0.0,0.24,0.63,0.61,0.0,0.67,0.05,0.62,0.49,0.0
gnome-jabber.csv,0.55,0.64,0.47,0.52,0.55,0.17,0.64,0.53,0.56,0.5,0.62,0.47,0.59,0.69
ipfilter.csv,0.67,0.32,0.6,0.35,0.62,0.41,0.0,0.56,0.73,0.95,0.09,0.56,0.24,0.58
irplus.csv,0.52,0.43,0.63,0.65,0.4,0.31,0.31,0.6,0.38,0.55,0.44,0.51,0.55,0.65
mevenide.csv,0.05,0.04,0.09,0.05,0.29,0.17,0.06,0.07,0.11,0.2,0.77,0.3,0.4,0.13
moving-pictures.csv,0.26,0.45,0.63,0.55,0.26,0.11,0.47,0.22,0.22,0.62,0.34,0.54,0.54,0.76
opensim4opencog.csv,0.63,0.54,0.43,0.57,0.64,0.36,0.36,0.67,0.61,0.5,0.27,0.53,0.49,0.65
rockbox.csv,0.05,0.35,0.36,0.23,0.1,0.27,0.28,0.43,0.13,0.02,0.46,0.35,0.29,0.69
ta3d.csv,0.16,0.0,0.25,0.33,0.29,0.21,0.2,0.0,0.13,0.55,0.32,0.56,0.0,0.0
xcmetadataservicestoolkit.csv,0.57,0.18,0.48,0.5,0.77,0.57,0.0,0.0,0.63,0.61,0.44,0.0,0.24,0.06
