,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.51,0.03,0.46,0.72,0.27,0.66
extprosys.csv,0.01,0.56,0.61,0.72,0.73,0.69
fluidium.csv,0.4,0.21,0.27,0.0,0.4,0.26
haphazard.csv,0.0,0.46,0.02,0.14,0.0,0.17
qcad2.csv,0.09,0.41,0.0,0.31,0.6,0.09
silvertree.csv,0.21,0.26,0.38,0.21,0.13,0.03
