,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.42,0.99,0.51,0.58,0.14,0.61
extprosys.csv,0.94,0.63,0.49,0.42,0.35,0.42
fluidium.csv,0.27,0.43,0.43,1.0,0.3,0.26
haphazard.csv,0.04,0.36,0.0,0.33,0.96,0.06
qcad2.csv,0.19,0.4,0.97,0.24,0.31,0.35
silvertree.csv,0.22,0.47,0.4,0.31,0.18,0.98
