,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.0,0.0,14.0,0.0,6.0,7.0
extprosys.csv,1.0,5.0,4.0,0.0,0.0,8.0
fluidium.csv,2.0,0.0,7.0,0.0,0.0,3.0
haphazard.csv,0.0,4.0,144.0,0.0,0.0,5.0
qcad2.csv,4.0,4.0,0.0,0.0,0.0,1.0
silvertree.csv,1.0,0.0,4.0,4.0,5.0,1.0
