,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.75,0.77,0.26,0.53
jlinalg.csv,0.87,0.65,0.26,0.66
qmmp.csv,0.82,0.63,0.33,0.72
yale.csv,0.5,0.45,0.34,0.49
