,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.55,0.62,0.44,0.54
jlinalg.csv,0.43,0.52,0.5,0.53
qmmp.csv,0.45,0.45,0.55,0.55
yale.csv,0.44,0.94,0.66,0.62
