,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.29,0.64,0.65,0.42
n2cms.csv,0.71,0.71,0.47,0.92
nassp.csv,0.29,0.29,0.35,0.75
nug.csv,0.94,0.14,0.76,0.58
