,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.5,0.36,0.31,0.21
n2cms.csv,0.67,0.29,0.23,0.26
nassp.csv,0.47,0.29,0.33,0.47
nug.csv,0.45,0.17,0.62,0.2
