,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.82,0.56,0.34,0.5
n2cms.csv,0.55,0.38,0.34,0.36
nassp.csv,0.73,0.79,0.5,0.53
nug.csv,0.41,0.92,0.71,0.54
