,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.43,0.59,0.52,0.41,0.69,0.79,0.63,0.59,0.5,0.6,0.46,0.56,0.49,0.24,0.33
bl-toolkit.csv,0.89,0.87,0.96,0.96,0.88,0.36,1.0,1.05,1.01,1.0,0.93,0.81,0.81,0.86,1.0
bochs.csv,0.71,0.86,0.99,0.67,0.43,0.91,0.71,0.54,0.55,0.91,0.79,0.57,0.62,0.87,0.42
emeraldemu.csv,0.63,0.66,0.5,0.37,0.54,0.83,0.89,0.5,0.36,0.63,0.47,0.59,0.47,0.9,0.82
fbmanager.csv,0.39,1.0,1.0,1.0,1.0,0.96,0.96,1.0,1.0,1.0,0.61,1.0,1.0,0.8,0.62
modellus.csv,0.86,0.68,0.54,0.59,0.59,0.46,0.47,0.59,0.43,0.58,0.62,0.31,0.46,0.68,0.42
openmalaria.csv,0.54,0.45,0.59,0.82,0.62,0.67,0.46,0.49,0.42,0.57,0.34,0.73,0.73,0.82,0.34
pi-qmc.csv,0.81,0.64,0.68,0.81,0.71,0.75,0.88,0.54,0.62,0.54,0.64,0.48,0.6,0.75,0.25
plplot.csv,0.97,0.81,0.9,0.71,0.92,0.58,0.78,0.87,0.74,0.46,0.88,0.44,0.82,0.77,0.74
powerfolder.csv,0.57,0.7,0.58,0.48,0.79,0.81,0.68,0.43,0.43,0.83,0.46,0.82,0.54,0.09,0.3
psycle.csv,0.6,0.46,0.7,0.62,0.55,0.55,0.64,0.72,0.71,0.51,0.65,0.47,0.82,0.84,0.45
qgis.csv,0.55,0.54,0.47,0.45,0.48,0.83,1.0,0.44,0.41,0.56,0.59,0.67,0.61,0.78,0.6
sbml.csv,0.5,0.54,0.71,0.76,0.75,0.52,0.82,0.3,0.75,0.51,0.47,0.69,0.48,0.87,0.39
unimrcp.csv,0.55,0.51,0.66,0.51,0.63,0.79,0.45,0.46,0.55,0.58,0.48,0.49,0.58,0.99,0.45
wow-qrsk.csv,0.97,0.77,0.61,0.45,0.47,0.53,0.67,0.9,0.3,0.53,0.84,0.56,0.91,0.28,1.0
