,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.69,0.57,0.61,0.6,0.43,0.39,0.48,0.61,0.47,0.44,0.66,0.63,0.69,0.31,0.73
bl-toolkit.csv,0.57,0.49,0.57,0.36,0.29,0.79,0.42,0.43,0.26,0.41,0.58,0.6,0.43,0.09,0.44
bochs.csv,0.56,0.78,0.65,0.54,0.67,0.8,0.39,0.79,0.43,0.43,0.62,0.67,0.69,0.07,0.57
emeraldemu.csv,0.51,0.5,0.62,0.65,0.64,0.29,0.19,0.66,0.53,0.47,0.66,0.55,0.67,0.06,0.28
fbmanager.csv,0.72,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.0,0.0,0.59,0.0,0.0,0.13,0.41
modellus.csv,0.24,0.47,0.59,0.47,0.53,0.7,0.53,0.58,0.47,0.44,0.5,0.78,0.72,0.11,0.58
openmalaria.csv,0.69,0.74,0.67,0.5,0.49,0.77,0.55,0.83,0.47,0.45,0.74,0.69,0.71,0.09,0.65
pi-qmc.csv,0.62,0.53,0.59,0.32,0.4,0.69,0.45,0.84,0.33,0.46,0.49,0.69,0.7,0.08,0.72
plplot.csv,0.05,0.31,0.18,0.35,0.13,0.59,0.44,0.23,0.24,0.57,0.21,0.67,0.3,0.06,0.31
powerfolder.csv,0.61,0.46,0.57,0.55,0.32,0.32,0.38,0.81,0.48,0.23,0.64,0.54,0.66,0.48,0.71
psycle.csv,0.68,0.73,0.6,0.54,0.61,0.77,0.51,0.84,0.38,0.51,0.67,0.74,0.72,0.09,0.56
qgis.csv,0.59,0.67,0.65,0.57,0.68,0.44,0.0,0.77,0.54,0.46,0.58,0.47,0.71,0.07,0.47
sbml.csv,0.66,0.71,0.59,0.5,0.59,0.76,0.47,0.86,0.36,0.51,0.69,0.62,0.7,0.06,0.6
unimrcp.csv,0.58,0.67,0.47,0.53,0.49,0.38,0.54,0.7,0.38,0.49,0.62,0.68,0.69,0.04,0.57
wow-qrsk.csv,0.06,0.37,0.56,0.57,0.63,0.75,0.44,0.19,0.58,0.57,0.25,0.57,0.16,0.25,0.0
