,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.65,0.48,0.59,0.71,0.37,0.32,0.42,0.53,0.57,0.47,0.6,0.64,0.67,0.81,0.72
bl-toolkit.csv,0.42,0.42,0.23,0.33,0.31,0.73,0.0,0.29,0.09,0.0,0.29,0.51,0.41,0.45,0.0
bochs.csv,0.55,0.44,0.05,0.68,0.72,0.33,0.35,0.71,0.77,0.33,0.55,0.68,0.66,0.44,0.72
emeraldemu.csv,0.43,0.4,0.6,0.71,0.71,0.21,0.13,0.56,0.75,0.43,0.69,0.52,0.62,0.43,0.21
fbmanager.csv,0.7,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.63,0.0,0.0,0.24,0.48
modellus.csv,0.18,0.38,0.55,0.6,0.47,0.62,0.62,0.48,0.71,0.52,0.45,0.78,0.71,0.7,0.67
openmalaria.csv,0.7,0.69,0.69,0.51,0.49,0.64,0.75,0.75,0.75,0.61,0.75,0.63,0.61,0.52,0.74
pi-qmc.csv,0.52,0.45,0.6,0.44,0.37,0.56,0.41,0.75,0.56,0.59,0.5,0.7,0.68,0.58,0.82
plplot.csv,0.04,0.24,0.13,0.42,0.1,0.49,0.57,0.16,0.4,0.61,0.17,0.63,0.24,0.42,0.36
powerfolder.csv,0.59,0.36,0.56,0.68,0.26,0.24,0.38,0.75,0.67,0.22,0.61,0.5,0.64,0.98,0.76
psycle.csv,0.67,0.67,0.6,0.7,0.68,0.69,0.71,0.64,0.66,0.7,0.68,0.77,0.51,0.49,0.73
qgis.csv,0.54,0.61,0.63,0.67,0.75,0.36,0.0,0.71,0.66,0.64,0.61,0.45,0.68,0.52,0.46
sbml.csv,0.65,0.65,0.58,0.58,0.59,0.69,0.52,0.81,0.6,0.56,0.75,0.61,0.68,0.45,0.7
unimrcp.csv,0.52,0.6,0.43,0.57,0.44,0.3,0.68,0.61,0.66,0.48,0.62,0.69,0.67,0.34,0.62
wow-qrsk.csv,0.04,0.27,0.57,0.65,0.61,0.68,0.38,0.13,0.83,0.53,0.2,0.51,0.11,0.8,0.0
