,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.56,0.92,0.95,0.17,0.76,0.78,0.97,0.78,0.91,0.71,0.0,0.94,0.9
avifile.csv,0.99,0.0,0.88,1.02,0.89,0.66,1.0,0.95,0.97,0.96,1.0,0.88,1.0
baadengine.csv,0.06,0.85,1.05,0.64,0.78,0.61,0.86,0.79,0.85,0.83,0.66,0.82,1.0
gdis.csv,0.79,0.7,0.77,0.71,0.79,0.71,0.75,0.9,0.83,0.69,0.72,0.99,0.0
gogoego.csv,0.55,1.01,0.99,0.17,0.72,0.8,0.99,0.08,0.83,0.72,0.67,0.89,0.93
impala.csv,0.69,0.69,0.69,0.69,0.82,0.72,0.77,0.77,0.76,0.93,0.62,0.04,1.03
jgameai.csv,0.83,0.38,1.13,1.1,0.98,0.02,0.95,0.8,0.92,0.85,0.97,0.85,0.79
jhotdraw.csv,0.83,0.62,1.02,1.06,0.72,0.88,0.97,0.79,0.06,0.95,0.59,0.77,0.84
patterntesting.csv,0.76,1.06,1.2,0.34,0.64,0.67,0.55,0.78,0.78,0.04,0.67,0.84,0.7
pokeglobal.csv,0.73,0.85,0.86,0.45,0.0,0.75,0.75,0.64,0.74,0.66,0.84,0.79,0.69
werx.csv,0.99,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,0.94,0.98,0.97,1.0
zealos.csv,0.88,0.57,0.6,1.09,0.71,0.64,0.03,0.7,0.68,0.65,0.66,0.7,0.8
