,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.21,0.46,0.25,0.17,0.21,0.13,0.03,0.12,0.35,0.13,0.0,0.18,0.54
avifile.csv,0.21,0.0,0.0,0.2,0.24,0.32,0.0,0.17,0.02,0.21,0.0,0.07,0.0
baadengine.csv,0.06,0.75,1.0,0.64,0.76,0.44,0.85,0.78,0.85,0.83,0.64,0.8,1.0
gdis.csv,0.78,0.57,0.75,0.71,0.79,0.57,0.75,0.9,0.8,0.68,0.69,0.97,0.0
gogoego.csv,0.49,0.11,0.5,0.17,0.38,0.33,0.99,0.0,0.3,0.15,0.51,0.3,0.92
impala.csv,0.4,0.66,0.0,0.69,0.62,0.7,0.24,0.38,0.44,0.04,0.58,0.01,0.92
jgameai.csv,0.26,0.32,1.0,0.47,0.48,0.02,0.71,0.55,0.18,0.77,0.44,0.14,0.15
jhotdraw.csv,0.55,0.48,0.5,0.37,0.55,0.25,0.07,0.45,0.0,0.81,0.27,0.28,0.15
patterntesting.csv,0.29,0.34,1.0,0.34,0.34,0.14,0.15,0.32,0.23,0.02,0.29,0.27,0.15
pokeglobal.csv,0.57,0.83,0.75,0.45,0.0,0.52,0.75,0.54,0.72,0.17,0.82,0.73,0.69
werx.csv,0.99,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,0.94,0.98,0.97,1.0
zealos.csv,0.84,0.57,0.5,0.43,0.62,0.44,0.0,0.56,0.37,0.45,0.45,0.5,0.62
