,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.52,0.45,0.94,0.89,0.65,0.93,0.67,0.98,0.75,0.93,0.74,0.97,0.87
avifile.csv,0.98,0.8,0.96,0.95,0.92,0.97,0.0,0.98,0.86,0.92,0.0,0.94,0.0
baadengine.csv,0.44,0.4,0.38,0.42,0.41,0.49,0.54,0.38,0.34,0.4,0.37,0.35,0.36
gdis.csv,0.42,0.55,0.37,0.41,0.37,0.53,0.56,0.37,0.38,0.38,0.43,0.34,0.35
gogoego.csv,0.5,0.86,0.94,0.78,0.59,0.64,0.54,0.84,0.69,0.62,0.51,0.63,0.4
impala.csv,0.68,0.47,0.76,0.51,0.68,0.62,0.96,0.77,0.67,0.75,0.5,0.96,0.58
jgameai.csv,0.99,0.88,0.6,0.81,0.95,0.81,0.85,0.66,0.98,0.62,0.85,0.97,0.8
jhotdraw.csv,0.66,0.62,0.96,0.89,0.58,0.95,0.83,0.66,0.98,0.57,0.69,0.86,0.92
patterntesting.csv,0.63,0.68,0.53,0.51,0.48,0.67,0.5,0.7,0.78,0.57,0.56,0.72,0.6
pokeglobal.csv,0.54,0.4,0.43,0.48,0.49,0.49,0.54,0.46,0.37,0.68,0.36,0.37,0.34
werx.csv,0.43,0.36,0.36,0.42,0.4,0.48,0.54,0.37,0.36,0.47,0.35,0.33,0.36
zealos.csv,0.5,0.55,0.51,0.74,0.56,0.74,0.66,0.61,0.7,0.73,0.62,0.61,0.67
