,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.49,0.2,0.08,1.0,0.27,0.23,0.03,0.23,0.16,0.3,1.0,0.08,0.28
avifile.csv,0.03,1.0,0.12,0.0,0.15,0.42,0.0,0.06,0.03,0.07,0.0,0.12,0.0
baadengine.csv,0.99,0.6,0.66,1.0,0.83,0.58,0.9,0.88,0.89,0.93,0.83,0.8,0.95
gdis.csv,0.87,0.6,0.81,1.0,0.95,0.58,0.93,0.92,0.79,0.87,0.78,0.84,1.0
gogoego.csv,0.75,0.0,0.15,1.0,0.39,0.27,0.97,0.92,0.23,0.3,0.57,0.16,0.89
impala.csv,0.43,0.8,0.31,1.0,0.46,0.81,0.27,0.33,0.37,0.07,0.78,0.96,0.54
jgameai.csv,0.21,0.8,0.47,0.0,0.15,1.0,0.37,0.42,0.1,0.63,0.13,0.16,0.23
jhotdraw.csv,0.38,0.6,0.11,0.0,0.54,0.15,0.03,0.35,0.94,0.5,0.48,0.28,0.18
patterntesting.csv,0.3,0.0,0.34,1.0,0.46,0.35,0.47,0.29,0.26,0.97,0.39,0.2,0.32
pokeglobal.csv,0.55,0.8,0.59,1.0,1.0,0.46,1.0,0.65,0.84,0.37,0.83,0.68,0.96
werx.csv,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.97,1.0,1.0,1.0
zealos.csv,0.76,1.0,0.66,0.0,0.66,0.54,0.97,0.58,0.44,0.53,0.52,0.52,0.49
