,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.63,0.06,0.15,0.11,0.38,0.3,0.06,0.29,0.12,0.4,1.0,0.07,0.4
avifile.csv,0.06,1.0,0.21,0.0,0.22,0.39,0.0,0.08,0.06,0.1,0.0,0.15,0.0
baadengine.csv,0.99,0.11,0.79,0.03,0.7,0.43,0.47,0.41,0.31,0.58,0.49,0.21,0.87
gdis.csv,0.82,0.13,0.89,0.03,0.76,0.39,0.51,0.39,0.29,0.59,0.46,0.19,1.0
gogoego.csv,0.79,0.0,0.25,0.11,0.47,0.26,0.46,0.96,0.18,0.39,0.41,0.1,0.85
impala.csv,0.55,0.15,0.48,0.03,0.49,0.46,0.3,0.26,0.22,0.12,0.49,0.96,0.62
jgameai.csv,0.32,0.27,0.63,0.0,0.2,0.98,0.25,0.27,0.1,0.45,0.12,0.15,0.36
jhotdraw.csv,0.49,0.15,0.19,0.0,0.56,0.17,0.06,0.26,0.97,0.36,0.45,0.17,0.29
patterntesting.csv,0.43,0.0,0.49,0.06,0.54,0.41,0.52,0.25,0.23,0.97,0.37,0.13,0.47
pokeglobal.csv,0.64,0.13,0.73,0.04,1.0,0.34,0.54,0.4,0.33,0.45,0.44,0.19,0.91
werx.csv,0.84,0.13,1.0,0.02,0.74,0.45,0.47,0.38,0.31,0.56,0.46,0.22,0.9
zealos.csv,0.74,0.21,0.79,0.0,0.63,0.41,0.98,0.35,0.28,0.48,0.4,0.2,0.6
