,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,1.0,0.59,0.29,1.0,0.0
minig.csv,0.18,0.63,0.0,0.62,0.12
ossbuild.csv,0.48,0.13,0.29,0.01,0.04
rezilla.csv,0.02,0.72,0.61,0.73,0.9
webdriver.csv,0.08,0.02,0.27,0.47,0.16
