,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.89,0.6,0.52,0.97,0.96
minig.csv,0.21,0.4,0.93,0.25,0.44
ossbuild.csv,0.16,0.51,0.37,0.81,0.07
rezilla.csv,1.0,0.78,0.89,0.47,0.8
webdriver.csv,0.16,0.96,0.39,0.91,0.16
