,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.3,0.46,0.51,0.12,1.0
minig.csv,0.36,0.35,1.0,0.06,0.71
ossbuild.csv,0.14,0.77,0.42,0.93,0.5
rezilla.csv,0.95,0.47,0.46,0.09,0.37
webdriver.csv,0.5,0.98,0.46,0.22,0.39
