,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.28,0.0,0.05,0.18,0.09,1.0
google-web-toolkit.csv,0.44,0.16,0.48,0.19,0.98,0.25
open-data-kit.csv,0.57,0.15,0.97,0.2,0.59,0.21
qtractor.csv,0.96,0.16,0.47,0.25,0.41,0.24
quarkplayer.csv,0.3,1.0,0.14,0.05,0.02,0.0
zoolib.csv,0.3,0.0,0.12,0.84,0.08,0.0
