,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.21,0.0,0.04,0.27,0.06,1.0
google-web-toolkit.csv,0.41,0.62,0.39,0.59,0.97,0.38
open-data-kit.csv,0.55,0.65,0.94,0.68,0.55,0.64
qtractor.csv,0.94,0.66,0.4,0.49,0.36,0.66
quarkplayer.csv,0.22,1.0,0.1,0.07,0.01,0.0
zoolib.csv,0.22,0.0,0.09,0.78,0.05,0.0
